,Temperature (K),Gibbs_free_energy(J/mole),Cp(J/mole.K),S(J/mole.K)
0,0,-601563.1611973757,-0.0,0.0
1,10,-601563.6063471746,0.35553903892578087,0.17776951946289044
2,20,-601567.548184468,1.4096199970110317,0.7079440381785388
3,30,-601578.7182083294,2.9934011736157116,1.5592492330339152
4,40,-601600.1275715004,4.785029829328415,2.6562781573025855
5,50,-601633.7420851324,6.515036590950331,3.90591054506367
6,60,-601680.5572568261,8.049663534824504,5.228219498727412
7,70,-601740.886254663,9.37182118779456,6.568440592424304
8,80,-601814.6513657173,10.517522229533643,7.895201530898339
9,90,-601901.5836881239,11.529989904045937,9.19310166491341
10,100,-602001.3330857562,12.443303548672704,10.455821837016265
11,110,-602113.5255211582,13.280397767538672,11.681641458428931
12,120,-602237.7880199897,14.053994189808137,12.870878993649967
13,130,-602373.759709711,14.770279166288674,14.024549745133845
14,140,-602521.0896015227,15.435036211129045,15.143888698630326
15,150,-602679.440911083,16.051452568775854,16.23018841084413
16,160,-602848.491286516,16.620809913612902,17.284637139603728
17,170,-603027.9259859718,17.147609394710166,18.308378902189723
18,180,-603217.4449962933,17.63401130225395,19.30255400226015
19,190,-603416.7583770835,18.081621660204846,20.26821979849774
20,200,-603625.5853978534,18.494145742675734,21.206405591017393
21,210,-603843.6573401113,18.87411255875193,22.11814286693552
22,220,-604070.7140908989,19.22408672709718,23.00443756126624
23,230,-604306.5069937273,19.546501191335853,23.866272562187806
24,240,-604550.7956689027,19.844018339621826,24.704613549872008
25,250,-604803.3505624586,20.11866205692061,25.52040383975254
26,260,-605063.9506108059,20.371950381976767,26.314545357467427
27,270,-605332.383990481,20.606274788308617,27.08791131530888
28,280,-605608.4470148352,20.82482804886532,27.841380926017877
29,290,-605891.9452330046,21.026813850883627,28.575784128752996
30,300,-606182.69317322,21.21277181550978,29.291861598969255
31,310,-606480.5089773915,21.387966979871315,29.99037500524718
32,320,-606785.2230273589,21.551086990907777,30.672077948832886
33,330,-607096.6700985266,21.701413477075352,31.337622978173023
34,340,-607414.6917402364,21.84265374599489,31.987647769544857
35,350,-607739.1359632703,21.975081109194434,32.622792995940834
36,360,-608069.857692815,22.099404987192273,33.24365890644985
37,370,-608406.7162064245,22.216182697785605,33.850813771932735
38,380,-608749.5785398239,22.32479821547752,34.44477980197844
39,390,-609098.3139443871,22.428003460768405,35.02606565282622
40,400,-609452.799174428,22.525094813667152,35.59516784390435
41,410,-609812.9147628223,22.615273046269373,36.15252754183457
42,420,-610178.5449038458,22.701759367977502,36.69858259468893
43,430,-610549.5792622783,22.78407580291684,37.2337727487713
44,440,-610925.9113564711,22.8614118788509,37.75849263410929
45,450,-611307.4382508532,22.933471313139275,38.27309775338364
46,460,-611694.0609108045,23.00214475535312,38.777937413865594
47,470,-612085.682547262,23.06900375252884,39.27337565996132
48,480,-612482.2123301426,23.1315099416301,39.7597438220575
49,490,-612883.5600383539,23.190883254658512,40.23733871648001
50,500,-613289.6400077654,23.247312074381554,40.70645350308769
51,510,-613700.3688627149,23.30088405365237,41.16736666357319
52,520,-614115.6655350477,23.353246478503607,41.62035715022357
53,530,-614535.4528902551,23.401449624053278,42.06567598981201
54,540,-614959.6550980826,23.447238534753055,42.50354844299873
55,550,-615388.1983892098,23.493227130980774,42.934227295605524
56,560,-615821.0129859581,23.536239128233746,43.35794707992172
57,570,-616258.0298715325,23.577301319665235,43.77491050476674
58,580,-616699.182473211,23.61697476680274,44.185323547454026
59,590,-617144.4068284654,23.653368005881244,44.58937042874895
60,600,-617593.6395292685,23.689159564732236,44.98723236302467
61,610,-618046.8199670973,23.724476910801474,45.379104951562475
62,620,-618503.8893583692,23.757436365750486,45.7651601058169
63,630,-618964.790139769,23.78939113013339,46.14555702608195
64,640,-619429.4665657703,23.819997206702965,46.52045544576831
65,650,-619897.8646877614,23.848914793547102,46.89000236466527
66,660,-620369.9312714257,23.877355527441203,47.25434461241093
67,670,-620845.6154910114,23.904752898076406,47.613627347780856
68,680,-621324.8671016431,23.930547627375827,47.967980935149534
69,690,-621807.6377885289,23.955325241148334,48.31753015751601
70,700,-622293.8797245825,23.979613231436865,48.66240242251079
71,710,-622783.5472311138,24.002954585547606,49.00272026561143
72,720,-623276.5949836542,24.02552666058759,49.33859909220191
73,730,-623772.9794650144,24.046932307924678,49.67014804315258
74,740,-624272.6577575373,24.06714654629468,49.997468914002816
75,750,-624775.5881001797,24.087397430194013,50.32066741857997
